"text" "favorited" "favoriteCount" "replyToSN" "created" "truncated" "replyToSID" "id" "replyToUID" "statusSource" "screenName" "retweetCount" "isRetweet" "retweeted" "longitude" "latitude"
"Acrylic Flower Clutches Purse https://t.co/4lbUb2qhUH 36.64
"help i have that urge to splurge on online shopping again somebody stop me" FALSE 1 NA 2021-10-03 15:40:37 FALSE NA "1444688849662210051" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "mladytears" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:23 FALSE NA "1444688792871313411" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "paniknyadidisko" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:23 FALSE NA "1444688791923396616" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "okaomoji__" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:23 FALSE NA "1444688791697039372" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "once_named_adam" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:22 FALSE NA "1444688788987551745" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "DigiYF" 2556 TRUE FALSE NA NA
"<U+2757>40% OFF <U+0001F525> ***USE CODE:  40NIKLEB
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DEAL MIGHT EX… https://t.co/m77MXzv9Fv" FALSE 1 NA 2021-10-03 15:40:22 TRUE NA "1444688786798043146" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:19 FALSE NA "1444688774198398979" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "KrisherRyutsa" 2556 TRUE FALSE NA NA
"Now on air: Don't Go Lose It Baby by Hugh Masekela Listen online at https://t.co/Tpm1kp0Qdd
 Buy song… https://t.co/MHBv5BjXzy" FALSE 0 NA 2021-10-03 15:40:19 TRUE NA "1444688773011361796" NA "<a href=\"http://www.funkycorner.it\" rel=\"nofollow\">Funky Corner Radio</a>" "Funky_Corner" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:13 FALSE NA "1444688748642324485" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "bflfb121" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:09 FALSE NA "1444688733446443012" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "_midori0728" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:39:55 FALSE NA "1444688674340302858" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "windslash5" 2556 TRUE FALSE NA NA
"#NowHiring #FullTime #CargoVan #Delivery #Driver #Transportation &amp; #Warehousing #Employment - #Hagerstown, MD at… https://t.co/QDUrEuW8HN" FALSE 0 NA 2021-10-03 15:39:52 TRUE NA "1444688661350649860" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "GeeboAds" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:39:33 FALSE NA "1444688580928962560" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "LanTheNephilim" 2556 TRUE FALSE NA NA
"RT @barbiesway: Drugs•Alcohol•Food•$pending•Gaming•Porn
#Addicts ALL have a story
#Amazon https://t.co/gfUKHwVLuJ
Love, online sex/porn, &amp;…" FALSE 0 NA 2021-10-03 15:39:23 FALSE NA "1444688540936376320" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Amberrosebotiqu" 32 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:39:17 FALSE NA "1444688513098682374" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "squishyjungwon" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:53 FALSE NA "1444688415488835587" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "kaeyaship" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:51 FALSE NA "1444688404302737414" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Xavi11San" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:49 FALSE NA "1444688398279532546" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "UsagiMochi_jkjm" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:44 FALSE NA "1444688374812459015" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Yupoid" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:42 FALSE NA "1444688366872653824" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "TiredVein" 2556 TRUE FALSE NA NA
"@maspchalmers All three of my kids (now 28, 21 and 18) were the same way. They do most of their socializing and sho… https://t.co/cgVl09B3Df" FALSE 0 "maspchalmers" 2021-10-03 15:38:40 TRUE "1444484569307226113" "1444688360799416322" "826912319926067200" "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "ReallyBadID" 0 FALSE FALSE NA NA
"RT @pnso_official: Ta-da, please say hi to Requena the Livyatan, an invincible predator 12 million years ago in the sea. The online sale of…" FALSE 0 NA 2021-10-03 15:38:40 FALSE NA "1444688357598982144" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "T3L4A5whyin5kA5" 66 TRUE FALSE NA NA
"RT @ncsamuelson: “#5Star- Loved it… An emotional and endearing story, with wonderfully descriptive writing and amazing characters who find…" FALSE 0 NA 2021-10-03 15:38:25 FALSE NA "1444688296580374536" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "vicky_whedbee" 41 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:09 FALSE NA "1444688230226399232" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "enter_name_00" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:38:09 FALSE NA "1444688229089746944" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "2301halla" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:37:57 FALSE NA "1444688179307728902" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "julieeedb" 2556 TRUE FALSE NA NA
"@santanderuk I don't want to hold an hour but I also can't register for online banking apparently...and I don't hav… https://t.co/0dKnSH47ap" FALSE 0 "santanderuk" 2021-10-03 15:37:50 TRUE NA "1444688150773764101" "42664060" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "bluberryblushes" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:37:43 FALSE NA "1444688118507089925" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "CpN3MO" 2556 TRUE FALSE NA NA
"RT @pnso_official: Ta-da, please say hi to Requena the Livyatan, an invincible predator 12 million years ago in the sea. The online sale of…" FALSE 0 NA 2021-10-03 15:37:42 FALSE NA "1444688117798146054" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Emeulibre" 66 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:37:42 FALSE NA "1444688117340930053" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Winter_sky78" 2556 TRUE FALSE NA NA
"Bitcoin and eCommerce!

Online shopping sites are accepting Bitcoin payment.

But there is more that you must know.… https://t.co/QYg0hxFN5G" FALSE 2 NA 2021-10-03 15:37:41 TRUE NA "1444688109698883589" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "makone007" 0 FALSE FALSE NA NA
"small sellers need your support #smallsellersmatter try out the ebay alternatives/online marketplaces avalible to b… https://t.co/su6nTnEZbQ" FALSE 0 NA 2021-10-03 15:37:40 TRUE NA "1444688105919991813" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "auctionfun251" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:37:23 FALSE NA "1444688037284352000" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "thekam2005" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:36:36 FALSE NA "1444687840735121416" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "GonazloA" 2556 TRUE FALSE NA NA
"(Apply Rs 100 off coupon) Amazon – Buy AmazonBasics Vacuum Cleaner with Power Suction, Low Sound, High Energy Effic… https://t.co/jOWgFPXBCp" FALSE 0 NA 2021-10-03 15:36:30 TRUE NA "1444687812880572420" NA "<a href=\"http://publicize.wp.com/\" rel=\"nofollow\">WordPress.com</a>" "dealnloot" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:36:18 FALSE NA "1444687764436357125" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "_Miku_Owner_" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:36:09 FALSE NA "1444687725286891521" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "StormSombre" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:36:07 FALSE NA "1444687719460839427" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "seo_aii" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:36:06 FALSE NA "1444687712775118851" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "sionyverse" 2556 TRUE FALSE NA NA
"RT @reagandwalker: I have to stop using online shopping as a coping mechanism" FALSE 0 NA 2021-10-03 15:36:00 FALSE NA "1444687688620257284" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "MorganHogberg" 242 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:36:00 FALSE NA "1444687688477523972" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "MeLioNaR" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:55 FALSE NA "1444687668642598914" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "kyozuki_31" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:55 FALSE NA "1444687667233361924" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "Kazu_sann11" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:53 FALSE NA "1444687660480671744" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "YannYandere" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:44 FALSE NA "1444687620693397506" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "tadhanastar" 2556 TRUE FALSE NA NA
"RT @TunNarata: My art was stolen and sell online on Ebay. I never sell my fanarts anywhere as merchandises or as digital goods. The art is…" FALSE 0 NA 2021-10-03 15:35:43 FALSE NA "1444687615127478272" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "cihDark" 31 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:23 FALSE NA "1444687530931097602" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "airikiseki" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:18 FALSE NA "1444687512803364864" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "flowerbase7" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:12 FALSE NA "1444687485192359946" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "DustyOIdQrow" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:11 FALSE NA "1444687483652902920" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "LyseLoveVenti" 2556 TRUE FALSE NA NA
"RT @pnso_official: Ta-da, please say hi to Requena the Livyatan, an invincible predator 12 million years ago in the sea. The online sale of…" FALSE 0 NA 2021-10-03 15:35:10 FALSE NA "1444687478410121223" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "NxtDeterio" 66 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:35:06 FALSE NA "1444687462903734273" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "Maxvilain59" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:34:45 FALSE NA "1444687371992068105" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ZhuoLiNi" 2556 TRUE FALSE NA NA
"RT @pencilpencil_: Hello Sunday! <U+0001F5A4> Doing some online shopping today? #ShopSmall #ShopEarly is the way to go in the run up to Christmas! <U+2603><U+FE0F>…" FALSE 0 NA 2021-10-03 15:34:43 FALSE NA "1444687366657122308" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "GlassCrafty" 12 TRUE FALSE NA NA
